"STUDY (ASN)","PRIOR ASN","STATUS","DETERMINATION","ENTERED DATE","RECEIVED DATE","COMPLETION DATE","EXPIRATION DATE","LATITUDE","LONGITUDE","SURVEY_ACCURACY","MARKING LIGHTING TYPE","MARKING LIGHTING TYPE OTHER","STRUCTURE NAME","STRUCTURE CITY","STRUCTURE COUNTY NAME","STRUCTURE COUNTY ID","STRUCTURE STATE","NEAREST AIRPORT","DISTANCE FROM AIRPORT","DIRECTION FROM AIRPORT","ON AIRPORT","PROPOSAL DESCRIPTION","LOCATION DESCRIPTION","NOTICE OF","DURATION","DURATION DAYS","DURATION MONTHS","WORK SCHEDULE BEGINNING DATE","WORK SCHEDULE ENDING DATE","DATE BUILT","FCC NUMBER","STRUCTURE TYPE","AGL HEIGHT DET","AGL HEIGHT DNE","AGL HEIGHT PROPOSED","ELEVATION","AMSL HEIGHT DET","AMSL HEIGHT DNE","AMSL HEIGHT PROPOSED","REPRESENTATIVE NAME ","SPONSOR NAME ","SIGNATURE CONTROL NUMBER ","FREQUENCY_JSON "
"2025-ANE-1169-OE","2020-ANE-5906-OE","Determined - No Hazard","No Hazard","2025-04-07","2025-04-07","2025-11-26","2027-05-26","41.37441111","-73.46892222","4D","Red lights","","point W20 - retaining wall","Danbury","Fairfield","1.0","CT","DANBURY MUNI","3789.0","73.9","","Proposed Proton Therapy building and site development","Danbury Proton 85 Wooster Heights Road","New Construction","Permanent","","","2026-06-01","2027-06-01","","","OTHER","7.0","","7.0","570.0","577.0","","577.0","SCI.X","SCI.D","652998626-685301653",""
"2025-ANE-1170-OE","2020-ANE-5907-OE","Determined - No Hazard","No Hazard","2025-04-07","2025-04-07","2025-11-26","2027-05-26","41.37444167","-73.46887778","4D","Red lights","","point W21 - retaining wall","Danbury","Fairfield","1.0","CT","DANBURY MUNI","3804.0","73.8","","Proposed Proton Therapy building and site development","Danbury Proton 85 Wooster Heights Road","New Construction","Permanent","","","2026-06-01","2027-06-01","","","OTHER","7.0","","7.0","576.0","583.0","","583.0","SCI.X","SCI.D","652998627-685301656",""
"2025-ANE-1171-OE","2020-ANE-5908-OE","Determined - No Hazard","No Hazard","2025-04-07","2025-04-07","2025-11-26","2027-05-26","41.37453889","-73.46876667","4D","Red lights","","point W22 - retaining wall","Danbury","Fairfield","1.0","CT","DANBURY MUNI","3843.0","73.4","","Proposed Proton Therapy building and site development","Danbury Proton 85 Wooster Heights Road","New Construction","Permanent","","","2026-06-01","2027-06-01","","","OTHER","6.0","","6.0","579.0","585.0","","585.0","SCI.X","SCI.D","652998628-685301738",""
"2025-ANE-1172-OE","2022-ANE-7492-OE","Determined - No Hazard","No Hazard","2025-04-07","2025-04-07","2025-06-04","","44.09697222","-70.65533333","4D","Dual-red and medium intensity","","851895 POR HARRISON","Harrison","Cumberland","5.0","ME","OXFORD COUNTY RGNL","50743.0","244.3","","Frequency only filing. We request no change to the tower lighting that was originally determined under rnFAA Circular 70/7460-1k and we wish to keep the steady burning side rnmarkers at this time","Edes Falls RoadrnHARRISON  Maine 04040","Alteration","Permanent","","","","","","1021389.0","TOWER$ANTENNA","286.0","","286.0","579.0","865.0","","865.0","CROWN CASTLE","Crown Castle - PT","653041972-661931761","{""frequencies"":[{""band"":{""value"":[806,824],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":1,""purpose"":""colo_void""},{""band"":{""value"":[824,849],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":2,""purpose"":""colo_void""},{""band"":{""value"":[851,866],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":3,""purpose"":""colo_void""},{""band"":{""value"":[869,894],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":4,""purpose"":""colo_void""},{""band"":{""value"":[896,901],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":5,""purpose"":""colo_void""},{""band"":{""value"":[901,902],""uom"":""MHz""},""erp"":{""value"":7,""uom"":""W""},""standard"":6,""purpose"":""colo_void""},{""band"":{""value"":[930,931],""uom"":""MHz""},""erp"":{""value"":3500,""uom"":""W""},""standard"":7,""purpose"":""colo_void""},{""band"":{""value"":[931,932],""uom"":""MHz""},""erp"":{""value"":3500,""uom"":""W""},""standard"":8,""purpose"":""colo_void""},{""band"":{""value"":[932,932.5],""uom"":""MHz""},""erp"":{""value"":17,""uom"":""dBW""},""standard"":9,""purpose"":""colo_void""},{""band"":{""value"":[935,940],""uom"":""MHz""},""erp"":{""value"":1000,""uom"":""W""},""standard"":10,""purpose"":""colo_void""},{""band"":{""value"":[940,941],""uom"":""MHz""},""erp"":{""value"":3500,""uom"":""W""},""standard"":11,""purpose"":""colo_void""},{""band"":{""value"":[1850,1910],""uom"":""MHz""},""erp"":{""value"":1640,""uom"":""W""},""standard"":12,""purpose"":""colo_void""},{""band"":{""value"":[1930,1990],""uom"":""MHz""},""erp"":{""value"":1640,""uom"":""W""},""standard"":13,""purpose"":""colo_void""},{""band"":{""value"":[2305,2310],""uom"":""MHz""},""erp"":{""value"":2000,""uom"":""W""},""standard"":14,""purpose"":""colo_void""},{""band"":{""value"":[2345,2360],""uom"":""MHz""},""erp"":{""value"":2000,""uom"":""W""},""standard"":15,""purpose"":""colo_void""},{""band"":{""value"":[698,806],""uom"":""MHz""},""erp"":{""value"":1000,""uom"":""W""},""standard"":16,""purpose"":""colo_void""},{""band"":{""value"":[6,7],""uom"":""GHz""},""erp"":{""value"":42,""uom"":""dBW""},""standard"":76,""purpose"":""colo_void""},{""band"":{""value"":[10,11.7],""uom"":""GHz""},""erp"":{""value"":42,""uom"":""dBW""},""standard"":77,""purpose"":""colo_void""},{""band"":{""value"":[17.7,19.7],""uom"":""GHz""},""erp"":{""value"":42,""uom"":""dBW""},""standard"":78,""purpose"":""colo_void""},{""band"":{""value"":[21.2,23.6],""uom"":""GHz""},""erp"":{""value"":42,""uom"":""dBW""},""standard"":79,""purpose"":""colo_void""},{""band"":{""value"":[806,901],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":80,""purpose"":""colo_void""},{""band"":{""value"":[929,932],""uom"":""MHz""},""erp"":{""value"":3500,""uom"":""W""},""standard"":81,""purpose"":""colo_void""},{""band"":{""value"":[1670,1675],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":82,""purpose"":""colo_void""},{""band"":{""value"":[1710,1755],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":83,""purpose"":""colo_void""},{""band"":{""value"":[1850,1990],""uom"":""MHz""},""erp"":{""value"":1640,""uom"":""W""},""standard"":84,""purpose"":""colo_void""},{""band"":{""value"":[1990,2025],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":85,""purpose"":""colo_void""},{""band"":{""value"":[2110,2200],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":86,""purpose"":""colo_void""},{""band"":{""value"":[2305,2360],""uom"":""MHz""},""erp"":{""value"":2000,""uom"":""W""},""standard"":87,""purpose"":""colo_void""},{""band"":{""value"":[2496,2690],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":88,""purpose"":""colo_void""},{""band"":{""value"":[6,7],""uom"":""GHz""},""erp"":{""value"":55,""uom"":""dBW""},""standard"":89,""purpose"":""colo_void""},{""band"":{""value"":[10,11.7],""uom"":""GHz""},""erp"":{""value"":55,""uom"":""dBW""},""standard"":90,""purpose"":""colo_void""},{""band"":{""value"":[17.7,19.7],""uom"":""GHz""},""erp"":{""value"":55,""uom"":""dBW""},""standard"":91,""purpose"":""colo_void""},{""band"":{""value"":[21.2,23.6],""uom"":""GHz""},""erp"":{""value"":55,""uom"":""dBW""},""standard"":92,""purpose"":""colo_void""},{""band"":{""value"":[614,698],""uom"":""MHz""},""erp"":{""value"":1000,""uom"":""W""},""standard"":93,""purpose"":""data_entry""},{""band"":{""value"":[614,698],""uom"":""MHz""},""erp"":{""value"":2000,""uom"":""W""},""standard"":94,""purpose"":""data_entry""},{""band"":{""value"":[3700,3980],""uom"":""MHz""},""erp"":{""value"":3280,""uom"":""W""},""standard"":false}]}"
"2025-ANE-1173-OE","2019-ANE-7012-OE","Determined - No Hazard","No Hazard","2025-04-07","2025-04-08","2025-06-04","","43.99927778","-73.15916667","4D","","","Silver Bow Com. VT-01","Middlebury","Addison","1.0","VT","MIDDLEBURY STATE","17381.0","285.6","","See attached sheet for description of proposal.","Structure is located E of Creek Rd.  approx. one mile S of Middlebury  VT.","Alteration","Permanent","","","","","","1266747.0","TOWER","180.0","","180.0","345.0","525.0","","525.0","Fred W. Volken","Fred W. Volken, Consultant","653067513-661955194","{""frequencies"":[{""band"":{""value"":[2345,2360],""uom"":""MHz""},""erp"":{""value"":2000,""uom"":""W""},""standard"":15,""purpose"":""colo_void""},{""band"":{""value"":[101.1,101.1],""uom"":""MHz""},""erp"":{""value"":80,""uom"":""W""},""standard"":false},{""band"":{""value"":[617,642],""uom"":""MHz""},""erp"":{""value"":4000,""uom"":""W""},""standard"":false},{""band"":{""value"":[716,722],""uom"":""MHz""},""erp"":{""value"":2000,""uom"":""W""},""standard"":false},{""band"":{""value"":[788,799],""uom"":""MHz""},""erp"":{""value"":2000,""uom"":""W""},""standard"":false},{""band"":{""value"":[869,891.5],""uom"":""MHz""},""erp"":{""value"":2000,""uom"":""W""},""standard"":false},{""band"":{""value"":[1965,1980],""uom"":""MHz""},""erp"":{""value"":3280,""uom"":""W""},""standard"":false},{""band"":{""value"":[2165,2180],""uom"":""MHz""},""erp"":{""value"":3280,""uom"":""W""},""standard"":false},{""band"":{""value"":[3470,3510],""uom"":""MHz""},""erp"":{""value"":3280,""uom"":""W""},""standard"":false},{""band"":{""value"":[3900,3980],""uom"":""MHz""},""erp"":{""value"":3280,""uom"":""W""},""standard"":false}]}"
"2025-ANE-1174-OE","2021-ANE-8628-OE","Determined - No Hazard","No Hazard","2025-04-08","2025-04-08","2025-06-05","","41.81389167","-71.40583333","4D","","","Providence BU839981","Providence","Providence","7.0","RI","RHODE ISLAND TF GREEN INTL","33894.0","10.1","","Antenna install  adding frequencies and EIRPs; Emissions from this site will adhere to the parameters set by collaboration between the FAA and telecommunications companies and reflected in the FAA 5G C-band compatibility evaluation process.","2 Allens AvenuernPROVIDENCE  Rhode Island 02903","Alteration","Permanent","","","","","","1049263.0","TOWER","183.0","","183.0","14.0","197.0","","197.0","CROWN CASTLE USA (CK-MD)","CROWN CASTLE USA (CK-MD)","653093122-662154518","{""frequencies"":[{""band"":{""value"":[806,824],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":1,""purpose"":""colo_void""},{""band"":{""value"":[824,849],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":2,""purpose"":""colo_void""},{""band"":{""value"":[851,866],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":3,""purpose"":""colo_void""},{""band"":{""value"":[869,894],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":4,""purpose"":""colo_void""},{""band"":{""value"":[896,901],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":5,""purpose"":""colo_void""},{""band"":{""value"":[901,902],""uom"":""MHz""},""erp"":{""value"":7,""uom"":""W""},""standard"":6,""purpose"":""colo_void""},{""band"":{""value"":[930,931],""uom"":""MHz""},""erp"":{""value"":3500,""uom"":""W""},""standard"":7,""purpose"":""colo_void""},{""band"":{""value"":[931,932],""uom"":""MHz""},""erp"":{""value"":3500,""uom"":""W""},""standard"":8,""purpose"":""colo_void""},{""band"":{""value"":[932,932.5],""uom"":""MHz""},""erp"":{""value"":17,""uom"":""dBW""},""standard"":9,""purpose"":""colo_void""},{""band"":{""value"":[935,940],""uom"":""MHz""},""erp"":{""value"":1000,""uom"":""W""},""standard"":10,""purpose"":""colo_void""},{""band"":{""value"":[940,941],""uom"":""MHz""},""erp"":{""value"":3500,""uom"":""W""},""standard"":11,""purpose"":""colo_void""},{""band"":{""value"":[1850,1910],""uom"":""MHz""},""erp"":{""value"":1640,""uom"":""W""},""standard"":12,""purpose"":""colo_void""},{""band"":{""value"":[1930,1990],""uom"":""MHz""},""erp"":{""value"":1640,""uom"":""W""},""standard"":13,""purpose"":""colo_void""},{""band"":{""value"":[2305,2310],""uom"":""MHz""},""erp"":{""value"":2000,""uom"":""W""},""standard"":14,""purpose"":""colo_void""},{""band"":{""value"":[2345,2360],""uom"":""MHz""},""erp"":{""value"":2000,""uom"":""W""},""standard"":15,""purpose"":""colo_void""},{""band"":{""value"":[698,806],""uom"":""MHz""},""erp"":{""value"":1000,""uom"":""W""},""standard"":16,""purpose"":""colo_void""},{""band"":{""value"":[6,7],""uom"":""GHz""},""erp"":{""value"":42,""uom"":""dBW""},""standard"":76,""purpose"":""colo_void""},{""band"":{""value"":[10,11.7],""uom"":""GHz""},""erp"":{""value"":42,""uom"":""dBW""},""standard"":77,""purpose"":""colo_void""},{""band"":{""value"":[17.7,19.7],""uom"":""GHz""},""erp"":{""value"":42,""uom"":""dBW""},""standard"":78,""purpose"":""colo_void""},{""band"":{""value"":[21.2,23.6],""uom"":""GHz""},""erp"":{""value"":42,""uom"":""dBW""},""standard"":79,""purpose"":""colo_void""},{""band"":{""value"":[806,901],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":80,""purpose"":""colo_void""},{""band"":{""value"":[929,932],""uom"":""MHz""},""erp"":{""value"":3500,""uom"":""W""},""standard"":81,""purpose"":""colo_void""},{""band"":{""value"":[1670,1675],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":82,""purpose"":""colo_void""},{""band"":{""value"":[1710,1755],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":83,""purpose"":""colo_void""},{""band"":{""value"":[1850,1990],""uom"":""MHz""},""erp"":{""value"":1640,""uom"":""W""},""standard"":84,""purpose"":""colo_void""},{""band"":{""value"":[1990,2025],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":85,""purpose"":""colo_void""},{""band"":{""value"":[2110,2200],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":86,""purpose"":""colo_void""},{""band"":{""value"":[2305,2360],""uom"":""MHz""},""erp"":{""value"":2000,""uom"":""W""},""standard"":87,""purpose"":""colo_void""},{""band"":{""value"":[2496,2690],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":88,""purpose"":""colo_void""},{""band"":{""value"":[6,7],""uom"":""GHz""},""erp"":{""value"":55,""uom"":""dBW""},""standard"":89,""purpose"":""colo_void""},{""band"":{""value"":[10,11.7],""uom"":""GHz""},""erp"":{""value"":55,""uom"":""dBW""},""standard"":90,""purpose"":""colo_void""},{""band"":{""value"":[17.7,19.7],""uom"":""GHz""},""erp"":{""value"":55,""uom"":""dBW""},""standard"":91,""purpose"":""colo_void""},{""band"":{""value"":[21.2,23.6],""uom"":""GHz""},""erp"":{""value"":55,""uom"":""dBW""},""standard"":92,""purpose"":""colo_void""},{""band"":{""value"":[614,698],""uom"":""MHz""},""erp"":{""value"":1000,""uom"":""W""},""standard"":93,""purpose"":""data_entry""},{""band"":{""value"":[614,698],""uom"":""MHz""},""erp"":{""value"":2000,""uom"":""W""},""standard"":94,""purpose"":""data_entry""},{""band"":{""value"":[3700,3980],""uom"":""MHz""},""erp"":{""value"":1640,""uom"":""W""},""standard"":false}]}"
"2025-ANE-1175-OE","","Determined - No Hazard","No Hazard","2025-04-08","2025-04-08","2025-06-04","","43.57258889","-70.45393333","1A","","","ME0042 Saco N","Saco","York","31.0","ME","GREATON AIRFIELD","17244.0","93.8","","Proposed site is a 135 ft AGL Monopole tower  including all antennas and lightning rod.","Ricker Road","New Construction","Permanent","","","2025-05-10","2026-04-01","","1331523.0","POLE$MONO","135.0","","135.0","150.0","285.0","","285.0","Wireless Applications Corporation","TowerCo 2013 LLC","653093986-661944531","{""frequencies"":[{""band"":{""value"":[806,824],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":1,""purpose"":""colo_void""},{""band"":{""value"":[824,849],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":2,""purpose"":""colo_void""},{""band"":{""value"":[851,866],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":3,""purpose"":""colo_void""},{""band"":{""value"":[869,894],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":4,""purpose"":""colo_void""},{""band"":{""value"":[896,901],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":5,""purpose"":""colo_void""},{""band"":{""value"":[901,902],""uom"":""MHz""},""erp"":{""value"":7,""uom"":""W""},""standard"":6,""purpose"":""colo_void""},{""band"":{""value"":[930,931],""uom"":""MHz""},""erp"":{""value"":3500,""uom"":""W""},""standard"":7,""purpose"":""colo_void""},{""band"":{""value"":[931,932],""uom"":""MHz""},""erp"":{""value"":3500,""uom"":""W""},""standard"":8,""purpose"":""colo_void""},{""band"":{""value"":[932,932.5],""uom"":""MHz""},""erp"":{""value"":17,""uom"":""dBW""},""standard"":9,""purpose"":""colo_void""},{""band"":{""value"":[935,940],""uom"":""MHz""},""erp"":{""value"":1000,""uom"":""W""},""standard"":10,""purpose"":""colo_void""},{""band"":{""value"":[940,941],""uom"":""MHz""},""erp"":{""value"":3500,""uom"":""W""},""standard"":11,""purpose"":""colo_void""},{""band"":{""value"":[1850,1910],""uom"":""MHz""},""erp"":{""value"":1640,""uom"":""W""},""standard"":12,""purpose"":""colo_void""},{""band"":{""value"":[1930,1990],""uom"":""MHz""},""erp"":{""value"":1640,""uom"":""W""},""standard"":13,""purpose"":""colo_void""},{""band"":{""value"":[2305,2310],""uom"":""MHz""},""erp"":{""value"":2000,""uom"":""W""},""standard"":14,""purpose"":""colo_void""},{""band"":{""value"":[2345,2360],""uom"":""MHz""},""erp"":{""value"":2000,""uom"":""W""},""standard"":15,""purpose"":""colo_void""},{""band"":{""value"":[698,806],""uom"":""MHz""},""erp"":{""value"":1000,""uom"":""W""},""standard"":16,""purpose"":""colo_void""},{""band"":{""value"":[6,7],""uom"":""GHz""},""erp"":{""value"":42,""uom"":""dBW""},""standard"":76,""purpose"":""colo_void""},{""band"":{""value"":[10,11.7],""uom"":""GHz""},""erp"":{""value"":42,""uom"":""dBW""},""standard"":77,""purpose"":""colo_void""},{""band"":{""value"":[17.7,19.7],""uom"":""GHz""},""erp"":{""value"":42,""uom"":""dBW""},""standard"":78,""purpose"":""colo_void""},{""band"":{""value"":[21.2,23.6],""uom"":""GHz""},""erp"":{""value"":42,""uom"":""dBW""},""standard"":79,""purpose"":""colo_void""},{""band"":{""value"":[806,901],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":80,""purpose"":""colo_void""},{""band"":{""value"":[929,932],""uom"":""MHz""},""erp"":{""value"":3500,""uom"":""W""},""standard"":81,""purpose"":""colo_void""},{""band"":{""value"":[1670,1675],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":82,""purpose"":""colo_void""},{""band"":{""value"":[1710,1755],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":83,""purpose"":""colo_void""},{""band"":{""value"":[1850,1990],""uom"":""MHz""},""erp"":{""value"":1640,""uom"":""W""},""standard"":84,""purpose"":""colo_void""},{""band"":{""value"":[1990,2025],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":85,""purpose"":""colo_void""},{""band"":{""value"":[2110,2200],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":86,""purpose"":""colo_void""},{""band"":{""value"":[2305,2360],""uom"":""MHz""},""erp"":{""value"":2000,""uom"":""W""},""standard"":87,""purpose"":""colo_void""},{""band"":{""value"":[2496,2690],""uom"":""MHz""},""erp"":{""value"":500,""uom"":""W""},""standard"":88,""purpose"":""colo_void""},{""band"":{""value"":[6,7],""uom"":""GHz""},""erp"":{""value"":55,""uom"":""dBW""},""standard"":89,""purpose"":""colo_void""},{""band"":{""value"":[10,11.7],""uom"":""GHz""},""erp"":{""value"":55,""uom"":""dBW""},""standard"":90,""purpose"":""colo_void""},{""band"":{""value"":[17.7,19.7],""uom"":""GHz""},""erp"":{""value"":55,""uom"":""dBW""},""standard"":91,""purpose"":""colo_void""},{""band"":{""value"":[21.2,23.6],""uom"":""GHz""},""erp"":{""value"":55,""uom"":""dBW""},""standard"":92,""purpose"":""colo_void""},{""band"":{""value"":[614,698],""uom"":""MHz""},""erp"":{""value"":1000,""uom"":""W""},""standard"":93,""purpose"":""data_entry""},{""band"":{""value"":[614,698],""uom"":""MHz""},""erp"":{""value"":2000,""uom"":""W""},""standard"":94,""purpose"":""data_entry""},{""band"":{""value"":[3700,3980],""uom"":""MHz""},""erp"":{""value"":3280,""uom"":""W""},""standard"":false},{""band"":{""value"":[3700,3980],""uom"":""MHz""},""erp"":{""value"":1640,""uom"":""W""},""standard"":false}]}"
"2025-ANE-1176-OE","","Determined - No Hazard","No Hazard","2025-04-08","2025-04-08","2025-05-13","2026-11-13","42.944375","-71.47279444","4D","Red lights and flags","","Genesis Autofair Crane II","Bedford","Hillsborough","11.0","NH","MANCHESTER BOSTON RGNL","10779.0","293.0","","crane for construction. prior study #2025-ANE-527-OE determined for 150' crane height. Looking to see if study for 250' could be approved. crane to be stationary","213 South River RdrnBedford  NH 03110","New Construction","Temporary","0.0","6.0","2025-07-14","2026-01-14","","","CRANE","241.0","","250.0","175.0","416.0","","425.0","SL Chasse Steel","SL Chasse Steel","653100039-659282199",""
"2025-ANE-1177-OE","","Determined - No Hazard","No Hazard","2025-04-08","2025-04-08","2025-06-04","","43.07577778","-70.73294444","4D","","","PNS 2.5 MG Water STorage Tank","Kittery","York","31.0","ME","PORTSMOUTH INTL AT PEASE","24149.0","91.8","","Proposed 2.5MG composite elevated water storage tank.","South-central side of Seavey&apos;s Island  Maine just west of the old Naval Prison on an old reservoir site.","New Construction","Permanent","","","2027-01-01","2028-06-01","","","WATER_TOWER","133.0","","133.0","53.0","186.0","","186.0","Naval Facilities Engineering Systems Command","NAVFAC - Public Works Department : Maine","653105814-661914598","{""frequencies"":[{""band"":{""value"":[138.25,138.25],""uom"":""MHz""},""erp"":{""value"":13,""uom"":""dBW""},""standard"":false}],""overlaps"":[{""recorded"":""2025-04-08T13:54:39Z"",""reason"":""Frequency currently exists. New antenna to be installed on this proposed structure.""}]}"
"2025-ANE-1178-OE","","Determined - No Hazard","No Hazard","2025-04-08","2025-04-08","2025-05-05","","42.23897222","-71.88738889","4D","","","96 Willow Hill Rd Leicester","Worcester","Worcester","27.0","MA","WORCESTER RGNL","10749.0","197.3","","Installation of an flush mounted solar system not to exceed current height of home.","Single family existing home that is less than two miles from the airport","Existing","Permanent","","","","","","","BUILDING$HOME","30.0","","30.0","822.0","852.0","","852.0","SUNRUN INSTALLATION SERVICES","Sunrun Installation Services","653113018-658376922",""
